#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000396.1	1	4047	4646	3379	83.4939	167.526	39.2	58.1
JRIU01000395.1	1	314	367	303	96.4968	134.943	39	47.6
JRIU01000394.1	1	3612	6870	3612	100	272.514	39.2	58.5
JRIU01000393.1	1	250	1339	250	100	552.256	39	59.9
JRIU01000392.1	1	2426	5490	2426	100	321.787	39.2	59.4
JRIU01000391.1	1	255	138	255	100	63.2039	39.3	53.5
JRIU01000390.1	1	1850	615	1184	64	44.4816	39.1	46.3
JRIU01000389.1	1	306	189	306	100	65.2026	38.9	49.5
JRIU01000388.1	1	1501	310	889	59.2272	25.6489	39.1	54.3
JRIU01000387.1	1	366	151	366	100	36.1557	39	37.7
JRIU01000386.1	1	2079	1330	1508	72.5349	91.1573	39.1	59
JRIU01000385.1	1	768	430	768	100	76.2656	39.1	57.7
JRIU01000384.1	1	908	444	908	100	69.0308	39.1	59.2
JRIU01000383.1	1	2264	1697	1507	66.5636	101.424	39.1	59.9
JRIU01000382.1	1	325	219	325	100	90.6677	39	60
JRIU01000381.1	1	2028	1091	1340	66.075	75.2959	39.3	60
JRIU01000380.1	1	3356	1661	2252	67.1037	58.2417	38.8	52.6
JRIU01000379.1	1	319	81	319	100	35.7085	39.4	59.7
JRIU01000378.1	1	2401	568	1222	50.8955	31.8042	39.1	58.7
JRIU01000377.1	1	263	83	263	100	39.3498	39	56
JRIU01000376.1	1	766	498	766	100	83.077	39.1	56
JRIU01000375.1	1	2465	726	1783	72.3327	39.1996	39	46.4
JRIU01000374.1	1	746	292	746	100	55.5456	39.2	59.7
JRIU01000373.1	1	967	541	634	65.5636	71.4033	39.1	59.2
JRIU01000372.1	1	844	780	844	100	118.829	39.1	57.8
