#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000394.1	1	3612	15037	3612	100	587.274	39.1	57.3
JRIU01000393.1	1	250	1856	250	100	753.012	38.9	59.8
JRIU01000392.1	1	2426	8574	2426	100	503.299	39.1	59.5
JRIU01000391.1	1	255	481	255	100	208.208	39	55.8
JRIU01000390.1	1	1850	2290	1190	64.3243	165.076	38.9	47.7
JRIU01000389.1	1	306	673	306	100	230.147	38.7	51.2
JRIU01000388.1	1	1501	1405	891	59.3604	118.779	39	57.3
JRIU01000387.1	1	366	675	366	100	176.413	38.8	43.3
JRIU01000386.1	1	2079	4452	1508	72.5349	297.696	38.9	59.1
JRIU01000385.1	1	768	1705	768	100	302.566	38.9	58.4
JRIU01000384.1	1	908	1640	908	100	248.144	39	59.4
JRIU01000383.1	1	2264	4903	1509	66.6519	292.377	38.8	59.9
JRIU01000382.1	1	325	781	325	100	297.222	38.8	59.7
JRIU01000381.1	1	2028	3737	1341	66.1243	250.562	39	59.9
JRIU01000380.1	1	3356	5642	2258	67.2825	204.26	38.8	54.4
JRIU01000379.1	1	319	377	319	100	140.972	39.1	58.2
JRIU01000378.1	1	2401	2228	1225	51.0204	123.648	38.8	59.4
JRIU01000377.1	1	263	492	263	100	213.673	38.9	50.9
JRIU01000376.1	1	766	1931	766	100	322.501	38.9	56.3
JRIU01000375.1	1	2465	2672	1784	72.3732	140.998	38.7	48.6
JRIU01000374.1	1	746	1347	746	100	243.162	38.8	59.5
JRIU01000373.1	1	967	1728	635	65.667	226.614	38.9	59.7
JRIU01000372.1	1	844	2816	844	100	429.502	38.9	57.7
