gene_id	scaffold_id	start	end	strand	product	note
W3030B00710	scaffold_2	133765	135745	+	hypothetical protein	None
W3030B00720	scaffold_2	136001	137384	-	hypothetical protein	None
W3030B00730	scaffold_2	138154	139138	+	hypothetical protein	None
W3030B00740	scaffold_2	139622	142145	+	hypothetical protein	None
W3030B00750	scaffold_2	142327	143812	-	hypothetical protein	None
W3030B00760	scaffold_2	145329	147588	+	hypothetical protein	None
W3030B00770	scaffold_2	147881	149153	-	hypothetical protein	None
W3030B00780	scaffold_2	149401	149722	-	hypothetical protein	None
W3030B00790	scaffold_2	150017	151310	-	hypothetical protein	None
W3030B00800	scaffold_2	151840	152884	-	hypothetical protein	None
W3030B00810	scaffold_2	153244	154261	+	hypothetical protein	None
W3030B00820	scaffold_2	154455	156192	-	hypothetical protein	None
W3030B00830	scaffold_2	156467	157781	+	hypothetical protein	None
W3030B00840	scaffold_2	157851	158505	-	hypothetical protein	None
W3030B00850	scaffold_2	158682	159168	-	hypothetical protein	None
W3030B00860	scaffold_2	159492	161922	+	hypothetical protein	None
W3030B00870	scaffold_2	162068	162905	-	hypothetical protein	None
W3030B00880	scaffold_2	163152	165144	+	hypothetical protein	None
W3030B00890	scaffold_2	165268	165799	-	hypothetical protein	None
W3030B00900	scaffold_2	165972	166509	-	hypothetical protein	None
W3030B00910	scaffold_2	166711	167626	+	hypothetical protein	None
W3030B00920	scaffold_2	167868	169206	+	hypothetical protein	None
W3030B00930	scaffold_2	169444	171502	+	hypothetical protein	None
W3030B00940	scaffold_2	171867	172500	-	hypothetical protein	None
W3030B00950	scaffold_2	173382	174375	+	hypothetical protein	None
W3030B00960	scaffold_2	174843	176100	+	hypothetical protein	None
W3030B00970	scaffold_2	176307	177645	-	hypothetical protein	None
W3030B00980	scaffold_2	177934	179965	+	hypothetical protein	None
W3030B00990	scaffold_2	180318	181434	+	hypothetical protein	None
W3030B01000	scaffold_2	181534	183181	-	hypothetical protein	None
W3030B01010	scaffold_2	184479	185319	-	hypothetical protein	None
W3030B01020	scaffold_2	185587	186508	-	hypothetical protein	None
W3030B01030	scaffold_2	186877	188182	-	hypothetical protein	None
W3030B01040	scaffold_2	188634	189270	-	hypothetical protein	None
W3030B01050	scaffold_2	190774	191625	+	hypothetical protein	None
W3030B01060	scaffold_2	191931	194334	-	hypothetical protein	None
W3030B01070	scaffold_2	194920	195607	-	hypothetical protein	None
W3030B01080	scaffold_2	196052	197579	-	hypothetical protein	None
W3030B01090	scaffold_2	198066	199380	-	hypothetical protein	None
W3030B01100	scaffold_2	200367	201771	-	hypothetical protein	None
W3030B01110	scaffold_2	202402	203311	+	hypothetical protein	None
W3030B01120	scaffold_2	203614	207355	-	hypothetical protein	None
W3030B01130	scaffold_2	208095	208566	+	hypothetical protein	None
W3030B01140	scaffold_2	208914	209355	+	hypothetical protein	None
W3030B01150	scaffold_2	209519	210398	-	hypothetical protein	None
W3030B01160	scaffold_2	210926	211850	-	hypothetical protein	None
W3030B01170	scaffold_2	212621	213704	+	hypothetical protein	None
W3030B01180	scaffold_2	214054	214852	-	hypothetical protein	None
W3030B01190	scaffold_2	215170	217966	+	hypothetical protein	None
W3030B01200	scaffold_2	218293	220879	-	hypothetical protein	None
W3030B01210	scaffold_2	221200	222655	+	hypothetical protein	None
W3030B01220	scaffold_2	222897	223455	+	hypothetical protein	None
W3030B01230	scaffold_2	224365	225645	+	hypothetical protein	None
W3030B01240	scaffold_2	225998	227270	-	hypothetical protein	None
W3030B01250	scaffold_2	228547	231256	+	hypothetical protein	None
W3030B01260	scaffold_2	231647	231860	-	hypothetical protein	None
W3030B01270	scaffold_2	232453	233743	+	hypothetical protein	None
W3030B01280	scaffold_2	234002	236255	-	hypothetical protein	None
W3030B01290	scaffold_2	236722	240172	+	hypothetical protein	None
W3030B01300	scaffold_2	240535	242668	-	hypothetical protein	None
W3030B01310	scaffold_2	242945	244616	+	hypothetical protein	None
W3030B01320	scaffold_2	245454	247269	-	hypothetical protein	None
W3030B01330	scaffold_2	248001	248232	-	hypothetical protein	None
W3030B01340	scaffold_2	248469	249708	+	hypothetical protein	None
W3030B01350	scaffold_2	250112	251525	+	hypothetical protein	None
W3030B01360	scaffold_2	251793	253155	-	hypothetical protein	None
W3030B01370	scaffold_2	253340	254585	+	hypothetical protein	None
W3030B01380	scaffold_2	254846	257312	-	hypothetical protein	None
W3030B01390	scaffold_2	257634	258495	+	hypothetical protein	None
W3030B01400	scaffold_2	258601	259732	-	hypothetical protein	None
W3030BA00100	scaffold_53	670	1138	+	hypothetical protein	None
W3030BA00110	scaffold_53	1296	2220	-	hypothetical protein	None
W3030BA00120	scaffold_53	3751	4864	+	hypothetical protein	None
W3030BA00130	scaffold_53	5121	6213	+	hypothetical protein	None
W3030BA00140	scaffold_53	6420	8178	+	hypothetical protein	None
W3030BA00150	scaffold_53	8257	10774	-	hypothetical protein	None
W3030BA00160	scaffold_53	11864	12827	+	hypothetical protein	None
W3030BA00170	scaffold_53	12975	14010	-	hypothetical protein	None
W3030BA00180	scaffold_53	14294	17768	+	hypothetical protein	None
W3030BA00190	scaffold_53	17890	18292	-	hypothetical protein	None
W3030BA00200	scaffold_53	18525	20361	-	hypothetical protein	None
W3030BA00210	scaffold_53	20564	21152	-	hypothetical protein	None
W3030BA00220	scaffold_53	21327	24543	+	hypothetical protein	None
W3030BA00230	scaffold_53	24665	25703	-	hypothetical protein	None
W3030BA00240	scaffold_53	25875	26889	-	hypothetical protein	None
W3030BA00250	scaffold_53	27103	29836	-	hypothetical protein	None
W3030BA00260	scaffold_53	30416	32537	+	hypothetical protein	None
W3030BA00270	scaffold_53	32995	33736	+	hypothetical protein	None
W3030BA00280	scaffold_53	34135	35296	-	hypothetical protein	None
W3030BA00290	scaffold_53	37145	38951	+	hypothetical protein	None
W3030BA00300	scaffold_53	39410	39719	-	hypothetical protein	None
W3030BA00310	scaffold_53	41194	46822	+	hypothetical protein	None
W3030BA00320	scaffold_53	47487	47595	+	hypothetical protein	None
W3030BA00330	scaffold_53	48182	51770	+	hypothetical protein	None
W3030BA00340	scaffold_53	52540	54190	+	hypothetical protein	None
W3030BA00350	scaffold_53	54414	56568	-	hypothetical protein	None
W3030BA00360	scaffold_53	57240	59676	+	hypothetical protein	None
W3030BA00370	scaffold_53	60290	61358	-	hypothetical protein	None
W3030BA00380	scaffold_53	61857	63894	+	hypothetical protein	None
W3030BA00390	scaffold_53	68883	70890	+	hypothetical protein	None
W3030BA00400	scaffold_53	74104	77761	+	hypothetical protein	None
W3030BA00410	scaffold_53	77860	78781	+	hypothetical protein	None
W3030BA00420	scaffold_53	79740	81117	-	hypothetical protein	None
W3030BB00100	scaffold_54	203	1280	-	hypothetical protein	None
W3030BB00110	scaffold_54	2032	3334	-	hypothetical protein	None
W3030BB00120	scaffold_54	3572	6665	-	hypothetical protein	None
W3030BB00130	scaffold_54	6865	7306	-	hypothetical protein	None
W3030BB00140	scaffold_54	8079	11205	+	hypothetical protein	None
W3030BB00150	scaffold_54	11368	12379	-	hypothetical protein	None
W3030BB00160	scaffold_54	12770	15410	-	hypothetical protein	None
W3030BB00170	scaffold_54	15975	17220	+	hypothetical protein	None
W3030BB00180	scaffold_54	17325	18267	-	hypothetical protein	None
W3030BB00190	scaffold_54	18727	21454	+	hypothetical protein	None
W3030BB00200	scaffold_54	21731	22586	+	hypothetical protein	None
W3030BB00210	scaffold_54	22738	24361	-	hypothetical protein	None
W3030BB00220	scaffold_54	24650	26048	+	hypothetical protein	None
W3030BB00230	scaffold_54	26102	27209	-	hypothetical protein	None
W3030BB00240	scaffold_54	27355	28312	-	hypothetical protein	None
W3030BB00250	scaffold_54	28478	29246	+	hypothetical protein	None
W3030BB00260	scaffold_54	29339	32054	-	hypothetical protein	None
W3030BB00270	scaffold_54	32318	33248	+	hypothetical protein	None
W3030BB00280	scaffold_54	33428	35720	-	hypothetical protein	None
W3030BB00290	scaffold_54	35938	36556	-	hypothetical protein	None
W3030BB00300	scaffold_54	36576	37956	+	hypothetical protein	None
W3030BB00310	scaffold_54	38153	39929	-	hypothetical protein	None
W3030BB00320	scaffold_54	40477	41605	-	hypothetical protein	None
W3030BB00330	scaffold_54	42186	42840	+	hypothetical protein	None
W3030BB00340	scaffold_54	42928	43825	-	hypothetical protein	None
W3030BB00350	scaffold_54	44330	45584	+	hypothetical protein	None
W3030BB00360	scaffold_54	45991	46294	-	hypothetical protein	None
W3030BB00370	scaffold_54	47604	47703	-	hypothetical protein	None
W3030BB00380	scaffold_54	49790	50099	+	hypothetical protein	None
W3030BB00390	scaffold_54	50563	52492	+	hypothetical protein	None
W3030BB00400	scaffold_54	52961	55490	+	hypothetical protein	None
W3030BB00410	scaffold_54	55719	60630	-	hypothetical protein	None
W3030BB00420	scaffold_54	60992	62567	+	hypothetical protein	None
W3030BB00430	scaffold_54	62705	64307	-	hypothetical protein	None
W3030BB00440	scaffold_54	64686	66588	+	hypothetical protein	None
W3030BB00450	scaffold_54	66852	68064	+	hypothetical protein	None
W3030BB00460	scaffold_54	68215	69862	-	hypothetical protein	None
W3030BB00470	scaffold_54	70264	71287	+	hypothetical protein	None
W3030BB00480	scaffold_54	71942	72782	+	hypothetical protein	None
W3030BB00490	scaffold_54	74346	75468	+	hypothetical protein	None
W3030BB00500	scaffold_54	76037	78845	+	hypothetical protein	None
W3030BB00510	scaffold_54	79272	80130	+	hypothetical protein	None
W3030BBtrna12G	scaffold_54	80291	80363	-	None	None
W3030BC00100	scaffold_55	126	744	+	hypothetical protein	None
W3030BC00110	scaffold_55	1108	2869	-	hypothetical protein	None
W3030BC00120	scaffold_55	5952	7011	-	hypothetical protein	None
W3030BC00130	scaffold_55	7282	8938	+	hypothetical protein	None
W3030BC00140	scaffold_55	9234	11184	-	hypothetical protein	None
W3030BC00150	scaffold_55	12102	15243	-	hypothetical protein	None
W3030BC00160	scaffold_55	15709	16639	-	hypothetical protein	None
W3030BC00170	scaffold_55	17081	19856	-	hypothetical protein	None
W3030BC00180	scaffold_55	20079	20603	+	hypothetical protein	None
W3030BC00190	scaffold_55	21330	22284	+	hypothetical protein	None
W3030BC00200	scaffold_55	22820	23444	-	hypothetical protein	None
W3030BC00210	scaffold_55	23834	25202	-	hypothetical protein	None
W3030BC00220	scaffold_55	25477	28756	-	hypothetical protein	None
W3030BC00230	scaffold_55	29283	31383	-	hypothetical protein	None
W3030BC00240	scaffold_55	32126	32804	-	hypothetical protein	None
W3030BC00250	scaffold_55	33263	33896	+	hypothetical protein	None
W3030BC00260	scaffold_55	34131	35250	-	hypothetical protein	None
W3030BC00270	scaffold_55	39107	40823	+	hypothetical protein	None
W3030BC00280	scaffold_55	41044	42064	-	hypothetical protein	None
W3030BC00290	scaffold_55	42298	42820	+	hypothetical protein	None
W3030BC00300	scaffold_55	43085	44702	+	hypothetical protein	None
W3030BC00310	scaffold_55	45013	47302	+	hypothetical protein	None
W3030BC00320	scaffold_55	47600	48584	-	hypothetical protein	None
W3030BC00330	scaffold_55	49443	50625	+	hypothetical protein	None
W3030BC00340	scaffold_55	50920	52792	-	hypothetical protein	None
W3030BC00350	scaffold_55	53313	54063	+	hypothetical protein	None
W3030BC00360	scaffold_55	54399	55260	+	hypothetical protein	None
W3030BC00370	scaffold_55	55339	55960	-	hypothetical protein	None
W3030BC00380	scaffold_55	56128	58192	-	hypothetical protein	None
W3030BC00390	scaffold_55	58487	59390	-	hypothetical protein	None
W3030BC00400	scaffold_55	59755	61333	-	hypothetical protein	None
W3030BC00410	scaffold_55	62046	65868	+	hypothetical protein	None
W3030BC00420	scaffold_55	66418	69073	+	hypothetical protein	None
W3030BC00430	scaffold_55	69510	70638	+	hypothetical protein	None
W3030BC00440	scaffold_55	71159	71705	+	hypothetical protein	None
W3030BC00450	scaffold_55	73398	76284	-	hypothetical protein	None
W3030BC00460	scaffold_55	76907	78281	+	hypothetical protein	None
W3030BC00470	scaffold_55	78556	79387	-	hypothetical protein	None
W3030BCtrna7G	scaffold_55	38385	38456	+	None	None
W3030BD00100	scaffold_56	241	994	+	hypothetical protein	None
W3030BD00110	scaffold_56	1191	3891	-	hypothetical protein	None
W3030BD00120	scaffold_56	4131	4509	-	hypothetical protein	None
W3030BD00130	scaffold_56	4867	5500	+	hypothetical protein	None
W3030BD00140	scaffold_56	5494	7072	-	hypothetical protein	None
W3030BD00150	scaffold_56	7290	8646	+	hypothetical protein	None
W3030BD00160	scaffold_56	9210	9714	-	hypothetical protein	None
W3030BD00170	scaffold_56	9940	12583	+	hypothetical protein	None
W3030BD00180	scaffold_56	13060	16357	-	hypothetical protein	None
W3030BD00190	scaffold_56	16893	17247	+	hypothetical protein	None
W3030BD00200	scaffold_56	17281	18688	-	hypothetical protein	None
W3030BD00210	scaffold_56	19432	24391	+	hypothetical protein	None
W3030BD00220	scaffold_56	24651	28035	+	hypothetical protein	None
W3030BD00230	scaffold_56	28285	29107	+	hypothetical protein	None
W3030BD00240	scaffold_56	29519	30200	-	hypothetical protein	None
W3030BD00250	scaffold_56	30547	31708	+	hypothetical protein	None
W3030BD00260	scaffold_56	31862	32180	-	hypothetical protein	None
W3030BD00270	scaffold_56	32505	35337	-	hypothetical protein	None
W3030BD00280	scaffold_56	35869	36946	+	hypothetical protein	None
W3030BD00290	scaffold_56	37275	40038	-	hypothetical protein	None
W3030BD00300	scaffold_56	41026	41917	-	hypothetical protein	None
W3030BD00310	scaffold_56	42188	42935	-	hypothetical protein	None
W3030BD00320	scaffold_56	43404	44937	+	hypothetical protein	None
W3030BD00330	scaffold_56	45184	46792	+	hypothetical protein	None
W3030BD00340	scaffold_56	47154	48783	-	hypothetical protein	None
W3030BD00350	scaffold_56	49331	52736	-	hypothetical protein	None
W3030BD00360	scaffold_56	53127	54645	-	hypothetical protein	None
W3030BD00370	scaffold_56	55294	56368	-	hypothetical protein	None
W3030BD00380	scaffold_56	57171	58713	+	hypothetical protein	None
W3030BD00390	scaffold_56	59116	60049	-	hypothetical protein	None
W3030BD00400	scaffold_56	61178	62942	+	hypothetical protein	None
W3030BD00410	scaffold_56	63295	64931	+	hypothetical protein	None
W3030BD00420	scaffold_56	65279	66218	+	hypothetical protein	None
W3030BD00430	scaffold_56	66443	67919	+	hypothetical protein	None
W3030BD00440	scaffold_56	68169	69915	-	hypothetical protein	None
W3030BD00450	scaffold_56	70302	71844	+	hypothetical protein	None
W3030BD00460	scaffold_56	72029	72311	-	hypothetical protein	None
W3030BD00470	scaffold_56	72225	72438	+	hypothetical protein	None
W3030BD00480	scaffold_56	73805	75497	+	hypothetical protein	None
W3030BD00490	scaffold_56	75684	76782	-	hypothetical protein	None
W3030BE00100	scaffold_57	1592	2561	-	hypothetical protein	None
W3030BE00110	scaffold_57	5888	7334	-	hypothetical protein	None
W3030BE00120	scaffold_57	7852	8818	+	hypothetical protein	None
W3030BE00130	scaffold_57	9000	10500	-	hypothetical protein	None
W3030BE00140	scaffold_57	11060	12851	-	hypothetical protein	None
W3030BE00150	scaffold_57	14547	16602	-	hypothetical protein	None
W3030BE00160	scaffold_57	17093	19688	+	hypothetical protein	None
W3030BE00170	scaffold_57	20228	21182	+	hypothetical protein	None
W3030BE00180	scaffold_57	21726	22686	+	hypothetical protein	None
W3030BE00190	scaffold_57	23174	24317	+	hypothetical protein	None
W3030BE00200	scaffold_57	24534	27369	+	hypothetical protein	None
W3030BE00210	scaffold_57	27626	27995	-	hypothetical protein	None
W3030BE00220	scaffold_57	28486	30160	+	hypothetical protein	None
W3030BE00230	scaffold_57	30363	33312	-	hypothetical protein	None
W3030BE00240	scaffold_57	33839	34691	-	hypothetical protein	None
W3030BE00250	scaffold_57	35106	37125	-	hypothetical protein	None
W3030BE00260	scaffold_57	37610	38981	+	hypothetical protein	None
W3030BE00270	scaffold_57	40555	40825	+	hypothetical protein	None
W3030BE00280	scaffold_57	41270	42638	-	hypothetical protein	None
W3030BE00290	scaffold_57	42924	44811	-	hypothetical protein	None
W3030BE00300	scaffold_57	45352	46119	+	hypothetical protein	None
W3030BE00310	scaffold_57	46408	47347	+	hypothetical protein	None
W3030BE00320	scaffold_57	47520	50085	-	hypothetical protein	None
W3030BE00330	scaffold_57	50286	51615	-	hypothetical protein	None
W3030BE00340	scaffold_57	51917	53453	+	hypothetical protein	None
W3030BE00350	scaffold_57	53616	54654	-	hypothetical protein	None
W3030BE00360	scaffold_57	55263	55836	+	hypothetical protein	None
W3030BE00370	scaffold_57	55978	56899	-	hypothetical protein	None
W3030BE00380	scaffold_57	57261	57531	+	hypothetical protein	None
W3030BE00390	scaffold_57	57670	59041	-	hypothetical protein	None
W3030BE00400	scaffold_57	59326	60808	+	hypothetical protein	None
W3030BE00410	scaffold_57	61115	61421	+	hypothetical protein	None
W3030BE00420	scaffold_57	61853	62225	-	hypothetical protein	None
W3030BE00430	scaffold_57	62671	65701	+	hypothetical protein	None
W3030BE00440	scaffold_57	65782	66022	-	hypothetical protein	None
W3030BE00450	scaffold_57	66722	68630	+	hypothetical protein	None
W3030BE00460	scaffold_57	69839	70019	+	hypothetical protein	None
W3030BE00470	scaffold_57	70816	71362	-	hypothetical protein	None
W3030BE00480	scaffold_57	71996	72329	+	hypothetical protein	None
W3030BE00490	scaffold_57	72464	73223	-	hypothetical protein	None
W3030BE00500	scaffold_57	73708	74536	-	hypothetical protein	None
W3030BE00510	scaffold_57	75734	78263	+	hypothetical protein	None
W3030BEtrna10K	scaffold_57	40177	40250	+	None	None
W3030BEtrna4M	scaffold_57	14256	14329	+	None	None
W3030BF00100	scaffold_58	1080	6342	+	hypothetical protein	None
W3030BF00110	scaffold_58	7219	7579	-	hypothetical protein	None
W3030BF00120	scaffold_58	9082	10414	+	hypothetical protein	None
W3030BF00130	scaffold_58	10777	14206	-	hypothetical protein	None
W3030BF00140	scaffold_58	15016	15628	-	hypothetical protein	None
W3030BF00150	scaffold_58	15932	17006	-	hypothetical protein	None
W3030BF00160	scaffold_58	17306	18092	+	hypothetical protein	None
W3030BF00170	scaffold_58	18865	21295	-	hypothetical protein	None
W3030BF00180	scaffold_58	22418	24140	+	hypothetical protein	None
W3030BF00190	scaffold_58	25097	26672	-	hypothetical protein	None
W3030BF00200	scaffold_58	27133	28615	+	hypothetical protein	None
W3030BF00210	scaffold_58	29616	30351	-	hypothetical protein	None
W3030BF00220	scaffold_58	30642	31989	+	hypothetical protein	None
W3030BF00230	scaffold_58	32429	33533	+	hypothetical protein	None
W3030BF00240	scaffold_58	35267	36092	+	hypothetical protein	None
W3030BF00250	scaffold_58	36572	37148	+	hypothetical protein	None
W3030BF00260	scaffold_58	37727	40850	+	hypothetical protein	None
W3030BF00270	scaffold_58	41387	43508	+	hypothetical protein	None
W3030BF00280	scaffold_58	43644	44208	-	hypothetical protein	None
W3030BF00290	scaffold_58	45563	48845	+	hypothetical protein	None
W3030BF00300	scaffold_58	49335	52677	+	hypothetical protein	None
W3030BF00310	scaffold_58	54439	56224	+	hypothetical protein	None
W3030BF00320	scaffold_58	56893	57991	+	hypothetical protein	None
W3030BF00330	scaffold_58	58204	59113	-	hypothetical protein	None
W3030BF00340	scaffold_58	59425	63601	+	hypothetical protein	None
W3030BF00350	scaffold_58	64010	64637	-	hypothetical protein	None
W3030BF00360	scaffold_58	64921	66850	-	hypothetical protein	None
W3030BF00370	scaffold_58	69458	70751	+	hypothetical protein	None
W3030BF00380	scaffold_58	70938	71691	-	hypothetical protein	None
W3030BF00390	scaffold_58	72191	73148	+	hypothetical protein	None
W3030BF00400	scaffold_58	73522	75787	-	hypothetical protein	None
W3030BFtrna2E	scaffold_58	76247	76319	-	None	None
W3030BG00100	scaffold_59	307	739	-	hypothetical protein	None
W3030BG00110	scaffold_59	1819	3748	-	hypothetical protein	None
W3030BG00120	scaffold_59	4518	6282	+	hypothetical protein	None
W3030BG00130	scaffold_59	6775	7438	+	hypothetical protein	None
W3030BG00140	scaffold_59	7778	8981	+	hypothetical protein	None
W3030BG00150	scaffold_59	9315	13038	+	hypothetical protein	None
W3030BG00160	scaffold_59	13472	14051	+	hypothetical protein	None
W3030BG00170	scaffold_59	14612	18899	+	hypothetical protein	None
W3030BG00180	scaffold_59	19319	22856	+	hypothetical protein	None
W3030BG00190	scaffold_59	23242	23551	+	hypothetical protein	None
W3030BG00200	scaffold_59	24039	26532	+	hypothetical protein	None
W3030BG00210	scaffold_59	26961	28011	-	hypothetical protein	None
W3030BG00220	scaffold_59	28285	29923	+	hypothetical protein	None
W3030BG00230	scaffold_59	30205	32920	+	hypothetical protein	None
W3030BG00240	scaffold_59	33095	33527	-	hypothetical protein	None
W3030BG00250	scaffold_59	33838	34939	-	hypothetical protein	None
W3030BG00260	scaffold_59	35472	36072	-	hypothetical protein	None
W3030BG00270	scaffold_59	36674	37910	+	hypothetical protein	None
W3030BG00280	scaffold_59	38309	39896	+	hypothetical protein	None
W3030BG00290	scaffold_59	40473	42228	+	hypothetical protein	None
W3030BG00300	scaffold_59	42524	43397	+	hypothetical protein	None
W3030BG00310	scaffold_59	43682	45041	-	hypothetical protein	None
W3030BG00320	scaffold_59	45302	47033	+	hypothetical protein	None
W3030BG00330	scaffold_59	47233	48157	+	hypothetical protein	None
W3030BG00340	scaffold_59	48439	49888	+	hypothetical protein	None
W3030BG00350	scaffold_59	50282	50465	+	hypothetical protein	None
W3030BG00360	scaffold_59	50872	51214	-	hypothetical protein	None
W3030BG00370	scaffold_59	52617	55206	-	hypothetical protein	None
W3030BG00380	scaffold_59	56597	57077	+	hypothetical protein	None
W3030BG00390	scaffold_59	58335	59598	+	hypothetical protein	None
W3030BG00400	scaffold_59	60544	62305	+	hypothetical protein	None
W3030BG00410	scaffold_59	62688	63918	-	hypothetical protein	None
W3030BG00420	scaffold_59	64578	65523	+	hypothetical protein	None
W3030BG00430	scaffold_59	65596	67033	-	hypothetical protein	None
W3030BG00440	scaffold_59	67360	69217	+	hypothetical protein	None
W3030BG00450	scaffold_59	69488	71756	-	hypothetical protein	None
W3030BG00460	scaffold_59	72583	73534	-	hypothetical protein	None
W3030BG00470	scaffold_59	74069	74663	+	hypothetical protein	None
W3030BG00480	scaffold_59	74814	75666	-	hypothetical protein	None
W3030BH00100	scaffold_60	61	2473	-	hypothetical protein	None
W3030BH00110	scaffold_60	2713	2956	-	hypothetical protein	None
W3030BH00120	scaffold_60	3250	6577	-	hypothetical protein	None
W3030BH00130	scaffold_60	7041	8904	-	hypothetical protein	None
W3030BH00140	scaffold_60	11176	12109	-	hypothetical protein	None
W3030BH00150	scaffold_60	12365	12713	-	hypothetical protein	None
W3030BH00160	scaffold_60	13359	14574	-	hypothetical protein	None
W3030BH00170	scaffold_60	14973	16068	-	hypothetical protein	None
W3030BH00180	scaffold_60	16426	17089	-	hypothetical protein	None
W3030BH00190	scaffold_60	18492	19125	-	hypothetical protein	None
W3030BH00200	scaffold_60	20250	22080	-	hypothetical protein	None
W3030BH00210	scaffold_60	22963	24823	-	hypothetical protein	None
W3030BH00220	scaffold_60	25610	26324	-	hypothetical protein	None
W3030BH00230	scaffold_60	26800	27436	+	hypothetical protein	None
W3030BH00240	scaffold_60	28419	29064	+	hypothetical protein	None
W3030BH00250	scaffold_60	29604	32379	+	hypothetical protein	None
W3030BH00260	scaffold_60	32675	35606	+	hypothetical protein	None
W3030BH00270	scaffold_60	36762	36915	+	hypothetical protein	None
W3030BH00280	scaffold_60	38192	38681	-	hypothetical protein	None
W3030BH00290	scaffold_60	39510	41130	+	hypothetical protein	None
W3030BH00300	scaffold_60	41770	44665	-	hypothetical protein	None
W3030BH00310	scaffold_60	45001	47278	-	hypothetical protein	None
W3030BH00320	scaffold_60	47640	51639	-	hypothetical protein	None
W3030BH00330	scaffold_60	53015	53348	-	hypothetical protein	None
W3030BH00340	scaffold_60	55556	57017	+	hypothetical protein	None
W3030BH00350	scaffold_60	57441	60369	+	hypothetical protein	None
W3030BH00360	scaffold_60	61043	61797	-	hypothetical protein	None
W3030BH00370	scaffold_60	62518	63442	+	hypothetical protein	None
W3030BH00380	scaffold_60	65442	65700	-	hypothetical protein	None
W3030BH00390	scaffold_60	66736	69577	-	hypothetical protein	None
W3030BH00400	scaffold_60	70300	71365	+	hypothetical protein	None
W3030BH00410	scaffold_60	71525	72302	-	hypothetical protein	None
W3030BH00420	scaffold_60	72725	73025	-	hypothetical protein	None
W3030BH00430	scaffold_60	73690	74020	-	hypothetical protein	None
W3030BHtrna1D	scaffold_60	52347	52419	+	None	None
W3030BHtrna1R	scaffold_60	52265	52337	+	None	None
W3030BI00100	scaffold_61	1598	2564	+	hypothetical protein	None
W3030BI00110	scaffold_61	3488	5606	+	hypothetical protein	None
W3030BI00120	scaffold_61	6056	7775	-	hypothetical protein	None
W3030BI00130	scaffold_61	8616	10653	+	hypothetical protein	None
W3030BI00140	scaffold_61	10990	11638	-	hypothetical protein	None
W3030BI00150	scaffold_61	13081	15565	+	hypothetical protein	None
W3030BI00160	scaffold_61	15870	16074	+	hypothetical protein	None
W3030BI00170	scaffold_61	17165	18194	-	hypothetical protein	None
W3030BI00180	scaffold_61	18357	20463	-	hypothetical protein	None
W3030BI00190	scaffold_61	20950	22663	+	hypothetical protein	None
W3030BI00200	scaffold_61	22938	23583	+	hypothetical protein	None
W3030BI00210	scaffold_61	23924	24977	+	hypothetical protein	None
W3030BI00220	scaffold_61	25475	26300	+	hypothetical protein	None
W3030BI00230	scaffold_61	26410	29941	-	hypothetical protein	None
W3030BI00240	scaffold_61	31821	33768	-	hypothetical protein	None
W3030BI00250	scaffold_61	34293	36621	+	hypothetical protein	None
W3030BI00260	scaffold_61	37116	37539	+	hypothetical protein	None
W3030BI00270	scaffold_61	37784	39569	-	hypothetical protein	None
W3030BI00280	scaffold_61	39894	42234	-	hypothetical protein	None
W3030BI00290	scaffold_61	42716	46742	-	hypothetical protein	None
W3030BI00300	scaffold_61	47210	47678	-	hypothetical protein	None
W3030BI00310	scaffold_61	47903	48848	+	hypothetical protein	None
W3030BI00320	scaffold_61	48915	49758	-	hypothetical protein	None
W3030BI00330	scaffold_61	50077	50863	+	hypothetical protein	None
W3030BI00340	scaffold_61	51165	52854	-	hypothetical protein	None
W3030BI00350	scaffold_61	53708	54776	-	hypothetical protein	None
W3030BI00360	scaffold_61	55254	55281	-	hypothetical protein	None
W3030BI00370	scaffold_61	56197	57622	-	hypothetical protein	None
W3030BI00380	scaffold_61	57806	59744	+	hypothetical protein	None
W3030BI00390	scaffold_61	59862	60696	-	hypothetical protein	None
W3030BI00400	scaffold_61	61034	62180	-	hypothetical protein	None
W3030BI00410	scaffold_61	62506	63088	-	hypothetical protein	None
W3030BI00420	scaffold_61	63488	64148	-	hypothetical protein	None
W3030BI00430	scaffold_61	64716	65091	-	hypothetical protein	None
W3030BI00440	scaffold_61	66761	67151	+	hypothetical protein	None
W3030BI00450	scaffold_61	67438	68134	-	hypothetical protein	None
W3030BI00460	scaffold_61	68786	70769	+	hypothetical protein	None
W3030BI00470	scaffold_61	71672	73019	+	hypothetical protein	None
W3030BI00480	scaffold_61	73542	74277	+	hypothetical protein	None
W3030BItrna2V	scaffold_61	30597	30671	-	None	None
W3030BJ00100	scaffold_62	933	1416	+	hypothetical protein	None
W3030BJ00110	scaffold_62	1599	2199	-	hypothetical protein	None
W3030BJ00120	scaffold_62	2652	3159	+	hypothetical protein	None
W3030BJ00130	scaffold_62	3333	4344	-	hypothetical protein	None
W3030BJ00140	scaffold_62	4842	6981	+	hypothetical protein	None
W3030BJ00150	scaffold_62	7302	8688	-	hypothetical protein	None
W3030BJ00160	scaffold_62	9231	10803	+	hypothetical protein	None
W3030BJ00170	scaffold_62	11006	11882	+	hypothetical protein	None
W3030BJ00180	scaffold_62	12402	14394	+	hypothetical protein	None
W3030BJ00190	scaffold_62	14759	17348	+	hypothetical protein	None
