#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
JRIU01000397.1	1	1785	906	1771	99.2157	73.0543	39.3	57.7
JRIU01000396.1	1	4047	2408	3372	83.321	87.572	39.3	59
JRIU01000395.1	1	314	118	289	92.0382	44.328	39	51.7
JRIU01000394.1	1	3612	3581	3397	94.0476	142.661	39.3	59.3
JRIU01000393.1	1	250	1383	250	100	563.952	39.1	59.8
JRIU01000392.1	1	2426	5922	2426	100	348.845	39.2	59.4
JRIU01000391.1	1	255	26	237	92.9412	12.2196	39	56.2
JRIU01000390.1	1	1850	171	1184	64	11.6584	39.2	41.6
JRIU01000389.1	1	306	61	306	100	23.5327	39.1	54.5
JRIU01000388.1	1	1501	110	782	52.0986	8.35177	39.1	49.6
JRIU01000387.1	1	366	27	302	82.5137	4.70492	39.3	28.7
JRIU01000386.1	1	2079	371	1502	72.2463	25.3223	39.3	59.3
JRIU01000385.1	1	768	116	579	75.3906	20.4544	39.2	55.3
JRIU01000384.1	1	908	120	722	79.5154	18.5396	39.1	59.5
JRIU01000383.1	1	2264	633	1506	66.5194	37.6957	39.2	59.8
JRIU01000382.1	1	325	35	325	100	15.1815	39.3	60
JRIU01000381.1	1	2028	397	1339	66.0256	27.6006	39.3	60
JRIU01000380.1	1	3356	378	2150	64.0644	13.6612	39	54.6
JRIU01000379.1	1	319	14	313	98.1191	6.21317	39.5	60
JRIU01000378.1	1	2401	138	1220	50.8122	7.38609	39	57.9
JRIU01000377.1	1	263	22	207	78.7072	10.3118	39.1	54.1
JRIU01000376.1	1	766	131	622	81.201	21.1736	39.1	54.8
JRIU01000375.1	1	2465	156	1619	65.6795	8.5927	39	35.8
JRIU01000374.1	1	746	54	746	100	10.4464	39.2	60
JRIU01000373.1	1	967	145	564	58.3247	20.2089	39.2	59.2
JRIU01000372.1	1	844	199	844	100	29.6398	39.1	59.1
