w303_gene_id	locus_tag	sc_gene_id	std_gene_name	erg_name	w303_scaffold	chromosome_id	start	end	strand	product
W3030B03030	W303_0B03030		YBR191W		w303_scaffold_2	CM007965.1	624070	624940	+	hypothetical protein
W3030B03040	W303_0B03040		YBR192W		w303_scaffold_2	CM007965.1	625452	626585	+	hypothetical protein
W3030B03050	W303_0B03050		YBR193C		w303_scaffold_2	CM007965.1	626882	627553	-	hypothetical protein
W3030B03060	W303_0B03060		YBR194W		w303_scaffold_2	CM007965.1	627838	628209	+	hypothetical protein
W3030B03070	W303_0B03070		YBR195C		w303_scaffold_2	CM007965.1	628414	629682	-	hypothetical protein
W3030B03080	W303_0B03080		YBR196C		w303_scaffold_2	CM007965.1	630036	631700	-	hypothetical protein
W3030B03090	W303_0B03090		YBR197C		w303_scaffold_2	CM007965.1	633003	633656	-	hypothetical protein
W3030B03100	W303_0B03100		YBR198C		w303_scaffold_2	CM007965.1	633927	636323	-	hypothetical protein
W3030B03110	W303_0B03110		YBR199W		w303_scaffold_2	CM007965.1	636709	638103	+	hypothetical protein
W3030B03120	W303_0B03120		YBR200W		w303_scaffold_2	CM007965.1	638672	640327	+	hypothetical protein
W3030B03130	W303_0B03130		YBR201W		w303_scaffold_2	CM007965.1	641376	642011	+	hypothetical protein
W3030B03140	W303_0B03140		YBR201C		w303_scaffold_2	CM007965.1	642293	642496	-	hypothetical protein
W3030B03150	W303_0B03150		YBR202W		w303_scaffold_2	CM007965.1	643573	646110	+	hypothetical protein
W3030B03160	W303_0B03160		YBR203W		w303_scaffold_2	CM007965.1	646972	649746	+	hypothetical protein
W3030B03170	W303_0B03170		YBR204C		w303_scaffold_2	CM007965.1	650058	651185	-	hypothetical protein
W3030B03180	W303_0B03180		YBR205W		w303_scaffold_2	CM007965.1	651426	652640	+	hypothetical protein
W3030B03190	W303_0B03190		YBR207W		w303_scaffold_2	CM007965.1	652950	654347	+	hypothetical protein
W3030B03200	W303_0B03200		YBR208C		w303_scaffold_2	CM007965.1	654507	660014	-	hypothetical protein
W3030Btrna3C					w303_scaffold_2	CM007965.1	660808	660879	-	
W3030B03210	W303_0B03210				w303_scaffold_2	CM007965.1	665380	666702	-	hypothetical protein
W3030Btrna6E					w303_scaffold_2	CM007965.1	668503	668574	+	
W3030B03220	W303_0B03220		YBR210W		w303_scaffold_2	CM007965.1	668886	669314	+	hypothetical protein
W3030B03230	W303_0B03230		YBR211C		w303_scaffold_2	CM007965.1	669469	670443	-	hypothetical protein
W3030B03240	W303_0B03240		YBR212W		w303_scaffold_2	CM007965.1	671196	673208	+	hypothetical protein
W3030B03250	W303_0B03250		YBR213W		w303_scaffold_2	CM007965.1	673674	674498	+	hypothetical protein
W3030B03260	W303_0B03260		YBR214W		w303_scaffold_2	CM007965.1	674721	676304	+	hypothetical protein
W3030B03270	W303_0B03270		YBR215W		w303_scaffold_2	CM007965.1	676663	678624	+	hypothetical protein
W3030B03280	W303_0B03280		YBR216C		w303_scaffold_2	CM007965.1	680179	680910	-	hypothetical protein
W3030B03290	W303_0B03290		YBR217W		w303_scaffold_2	CM007965.1	681142	681702	+	hypothetical protein
W3030B03300	W303_0B03300		YBR218C		w303_scaffold_2	CM007965.1	682017	685559	-	hypothetical protein
W3030B03310	W303_0B03310		YBR220C		w303_scaffold_2	CM007965.1	686305	687987	-	hypothetical protein
W3030B03320	W303_0B03320		YBR221C		w303_scaffold_2	CM007965.1	688462	689562	-	hypothetical protein
W3030B03330	W303_0B03330		YBR222C		w303_scaffold_2	CM007965.1	690029	691660	-	hypothetical protein
W3030B03340	W303_0B03340		YBR223C		w303_scaffold_2	CM007965.1	692336	694072	-	hypothetical protein
W3030B03350	W303_0B03350		YBR225W		w303_scaffold_2	CM007965.1	694402	697107	+	hypothetical protein
W3030B03360	W303_0B03360		YBR227C		w303_scaffold_2	CM007965.1	697350	698912	-	hypothetical protein
W3030B03370	W303_0B03370		YBR228W		w303_scaffold_2	CM007965.1	699091	700005	+	hypothetical protein
W3030B03380	W303_0B03380		YBR229C		w303_scaffold_2	CM007965.1	700135	702999	-	hypothetical protein
W3030B03390	W303_0B03390		YBR230C		w303_scaffold_2	CM007965.1	703327	703755	-	hypothetical protein
W3030B03400	W303_0B03400		YBR231C		w303_scaffold_2	CM007965.1	705956	706867	-	hypothetical protein
W3030B03410	W303_0B03410		YBR233W		w303_scaffold_2	CM007965.1	707205	708446	+	hypothetical protein
W3030B03420	W303_0B03420		YBR233W		w303_scaffold_2	CM007965.1	708755	709039	+	hypothetical protein
W3030B03430	W303_0B03430		YBR234C		w303_scaffold_2	CM007965.1	709215	710369	-	hypothetical protein
W3030B03440	W303_0B03440		YBR235W		w303_scaffold_2	CM007965.1	710679	714041	+	hypothetical protein
W3030B03450	W303_0B03450		YBR236C		w303_scaffold_2	CM007965.1	714161	715471	-	hypothetical protein
W3030B03460	W303_0B03460		YBR237W		w303_scaffold_2	CM007965.1	715747	718296	+	hypothetical protein
W3030B03470	W303_0B03470		YBR238C		w303_scaffold_2	CM007965.1	718885	721080	-	hypothetical protein
W3030B03480	W303_0B03480		YBR239C		w303_scaffold_2	CM007965.1	722129	723718	-	hypothetical protein
W3030B03490	W303_0B03490		YBR240C		w303_scaffold_2	CM007965.1	724281	725633	-	hypothetical protein
W3030B03500	W303_0B03500		YBR241C		w303_scaffold_2	CM007965.1	726380	727846	-	hypothetical protein
W3030B03510	W303_0B03510		YBR242W		w303_scaffold_2	CM007965.1	728870	729586	+	hypothetical protein
W3030B03520	W303_0B03520		YBR243C		w303_scaffold_2	CM007965.1	729647	730993	-	hypothetical protein
W3030B03530	W303_0B03530		YBR244W		w303_scaffold_2	CM007965.1	731728	732216	+	hypothetical protein
W3030B03540	W303_0B03540		YBR245C		w303_scaffold_2	CM007965.1	732350	735739	-	hypothetical protein
W3030B03550	W303_0B03550		YBR246W		w303_scaffold_2	CM007965.1	735791	736954	+	hypothetical protein
W3030B03560	W303_0B03560		YBR247C		w303_scaffold_2	CM007965.1	737204	738655	-	hypothetical protein
W3030B03570	W303_0B03570		YBR248C		w303_scaffold_2	CM007965.1	739007	740665	-	hypothetical protein
W3030B03580	W303_0B03580		YBR249C		w303_scaffold_2	CM007965.1	741082	742194	-	hypothetical protein
W3030B03590	W303_0B03590		YBR250W		w303_scaffold_2	CM007965.1	743233	744804	+	hypothetical protein
W3030B03600	W303_0B03600		YBR251W		w303_scaffold_2	CM007965.1	745590	746513	+	hypothetical protein
W3030B03610	W303_0B03610		YBR252W		w303_scaffold_2	CM007965.1	746811	747254	+	hypothetical protein
W3030B03620	W303_0B03620		YBR253W		w303_scaffold_2	CM007965.1	747470	747835	+	hypothetical protein
W3030B03630	W303_0B03630		YBR254C		w303_scaffold_2	CM007965.1	747937	748464	-	hypothetical protein
W3030B03640	W303_0B03640		YBR255W		w303_scaffold_2	CM007965.1	748657	750741	+	hypothetical protein
W3030B03650	W303_0B03650		YBR255C		w303_scaffold_2	CM007965.1	750819	751275	-	hypothetical protein
W3030B03660	W303_0B03660		YBR256C		w303_scaffold_2	CM007965.1	751587	752303	-	hypothetical protein
W3030B03670	W303_0B03670		YBR257W		w303_scaffold_2	CM007965.1	753086	753925	+	hypothetical protein
W3030B03680	W303_0B03680		YBR258C		w303_scaffold_2	CM007965.1	753935	754363	-	hypothetical protein
W3030B03690	W303_0B03690		YBR259W		w303_scaffold_2	CM007965.1	754588	756654	+	hypothetical protein
W3030B03700	W303_0B03700		YBR260C		w303_scaffold_2	CM007965.1	756840	758840	-	hypothetical protein
W3030B03710	W303_0B03710		YBR261C		w303_scaffold_2	CM007965.1	759033	759731	-	hypothetical protein
W3030B03720	W303_0B03720		YBR262C		w303_scaffold_2	CM007965.1	759921	760241	-	hypothetical protein
W3030B03730	W303_0B03730		YBR263W		w303_scaffold_2	CM007965.1	760240	761937	+	hypothetical protein
W3030B03740	W303_0B03740		YBR264C		w303_scaffold_2	CM007965.1	761971	762627	-	hypothetical protein
W3030B03750	W303_0B03750		YBR265W		w303_scaffold_2	CM007965.1	762783	763745	+	hypothetical protein
W3030B03760	W303_0B03760		YBR267W		w303_scaffold_2	CM007965.1	764042	765223	+	hypothetical protein
W3030B03770	W303_0B03770		YBR268W		w303_scaffold_2	CM007965.1	765500	765817	+	hypothetical protein
W3030B03780	W303_0B03780		YBR269C		w303_scaffold_2	CM007965.1	766361	766777	-	hypothetical protein
W3030B03790	W303_0B03790		YBR270C		w303_scaffold_2	CM007965.1	766962	768599	-	hypothetical protein
W3030B03800	W303_0B03800		YBR271W		w303_scaffold_2	CM007965.1	769053	770312	+	hypothetical protein
W3030B03810	W303_0B03810		YBR272C		w303_scaffold_2	CM007965.1	770549	771997	-	hypothetical protein
W3030B03820	W303_0B03820		YBR273C		w303_scaffold_2	CM007965.1	772255	773565	-	hypothetical protein
W3030B03830	W303_0B03830		YBR274W		w303_scaffold_2	CM007965.1	773788	775371	+	hypothetical protein
W3030B03840	W303_0B03840		YBR275C		w303_scaffold_2	CM007965.1	775550	781300	-	hypothetical protein
W3030B03850	W303_0B03850		YBR276C		w303_scaffold_2	CM007965.1	781814	784237	-	hypothetical protein
W3030B03860	W303_0B03860		YBR278W		w303_scaffold_2	CM007965.1	784488	785093	+	hypothetical protein
W3030B03870	W303_0B03870		YBR279W		w303_scaffold_2	CM007965.1	785454	786809	+	hypothetical protein
W3030B03880	W303_0B03880		YBR280C		w303_scaffold_2	CM007965.1	786999	788927	-	hypothetical protein
W3030B03890	W303_0B03890		YBR281C		w303_scaffold_2	CM007965.1	789185	791821	-	hypothetical protein
W3030B03900	W303_0B03900		YBR282W		w303_scaffold_2	CM007965.1	792454	792894	+	hypothetical protein
W3030B03910	W303_0B03910		YBR283C		w303_scaffold_2	CM007965.1	793157	794629	-	hypothetical protein
W3030B03920	W303_0B03920		YBR284W		w303_scaffold_2	CM007965.1	795453	797846	+	hypothetical protein
W3030B03930	W303_0B03930		YBR285W		w303_scaffold_2	CM007965.1	798136	798570	+	hypothetical protein
W3030B03940	W303_0B03940		YBR286W		w303_scaffold_2	CM007965.1	798836	800527	+	hypothetical protein
W3030B03950	W303_0B03950		YBR287W		w303_scaffold_2	CM007965.1	800785	802068	+	hypothetical protein
W3030B03960	W303_0B03960		YBR288C		w303_scaffold_2	CM007965.1	802226	803677	-	hypothetical protein
W3030B03970	W303_0B03970		YBR289W		w303_scaffold_2	CM007965.1	803881	806598	+	hypothetical protein
W3030B03980	W303_0B03980		YBR290W		w303_scaffold_2	CM007965.1	806805	807770	+	hypothetical protein
W3030B03990	W303_0B03990		YBR291C		w303_scaffold_2	CM007965.1	807887	808786	-	hypothetical protein
W3030B04000	W303_0B04000		YBR293W		w303_scaffold_2	CM007965.1	811220	812644	+	hypothetical protein
W3030B04010	W303_0B04010		YBR294W		w303_scaffold_2	CM007965.1	813449	816028	+	hypothetical protein
W3030B04020	W303_0B04020		YBR295W		w303_scaffold_2	CM007965.1	817063	820713	+	hypothetical protein
W3030B04030	W303_0B04030		YBR296C		w303_scaffold_2	CM007965.1	821012	822736	-	hypothetical protein
W3030B04040	W303_0B04040		YBR297W		w303_scaffold_2	CM007965.1	824737	826143	+	hypothetical protein
W3030B04050	W303_0B04050		YBR298C		w303_scaffold_2	CM007965.1	826845	828689	-	hypothetical protein
W3030B04060	W303_0B04060		YBR299W		w303_scaffold_2	CM007965.1	829565	831319	+	hypothetical protein
W3030B04070	W303_0B04070		YBR301W		w303_scaffold_2	CM007965.1	833271	833633	+	hypothetical protein
W3030B04080	W303_0B04080		YBR302C		w303_scaffold_2	CM007965.1	834553	835692	-	hypothetical protein
W3030B04090	W303_0B04090				w303_scaffold_2	CM007965.1	838291	840426	+	hypothetical protein
W3030B04100	W303_0B04100				w303_scaffold_2	CM007965.1	840883	843342	+	hypothetical protein
W3030Q00100	W303_0Q00100				w303_scaffold_17	CM007977.1	600	5987	-	hypothetical protein
W3030Q00110	W303_0Q00110				w303_scaffold_17	CM007977.1	6790	7404	+	hypothetical protein
W3030Q00120	W303_0Q00120				w303_scaffold_17	CM007977.1	8760	9905	+	hypothetical protein
W3030Q00130	W303_0Q00130				w303_scaffold_17	CM007977.1	11881	12558	+	hypothetical protein
W3030Q00140	W303_0Q00140				w303_scaffold_17	CM007977.1	12637	13305	-	hypothetical protein
W3030Q00150	W303_0Q00150				w303_scaffold_17	CM007977.1	13698	14594	+	hypothetical protein
W3030Q00160	W303_0Q00160				w303_scaffold_17	CM007977.1	15264	16286	+	hypothetical protein
W3030Q00170	W303_0Q00170		YNL331C		w303_scaffold_17	CM007977.1	16550	17680	-	hypothetical protein
W3030Q00180	W303_0Q00180		YNL330C		w303_scaffold_17	CM007977.1	18433	19734	-	hypothetical protein
W3030Q00190	W303_0Q00190		YNL329C		w303_scaffold_17	CM007977.1	19973	23065	-	hypothetical protein
W3030Q00200	W303_0Q00200		YNL328C		w303_scaffold_17	CM007977.1	23266	23706	-	hypothetical protein
W3030Q00210	W303_0Q00210		YNL327W		w303_scaffold_17	CM007977.1	24480	27605	+	hypothetical protein
W3030Q00220	W303_0Q00220		YNL326C		w303_scaffold_17	CM007977.1	27769	28779	-	hypothetical protein
W3030Q00230	W303_0Q00230		YNL325C		w303_scaffold_17	CM007977.1	29171	31810	-	hypothetical protein
W3030Q00240	W303_0Q00240		YNL323W		w303_scaffold_17	CM007977.1	32376	33620	+	hypothetical protein
W3030Q00250	W303_0Q00250		YNL322C		w303_scaffold_17	CM007977.1	33726	34667	-	hypothetical protein
W3030Q00260	W303_0Q00260		YNL321W		w303_scaffold_17	CM007977.1	35128	37854	+	hypothetical protein
W3030Q00270	W303_0Q00270		YNL320W		w303_scaffold_17	CM007977.1	38132	38986	+	hypothetical protein
W3030Q00280	W303_0Q00280		YNL318C		w303_scaffold_17	CM007977.1	39139	40761	-	hypothetical protein
W3030Q00290	W303_0Q00290		YNL317W		w303_scaffold_17	CM007977.1	41051	42448	+	hypothetical protein
W3030Q00300	W303_0Q00300		YNL316C		w303_scaffold_17	CM007977.1	42503	43609	-	hypothetical protein
W3030Q00310	W303_0Q00310		YNL315C		w303_scaffold_17	CM007977.1	43756	44712	-	hypothetical protein
W3030Q00320	W303_0Q00320		YNL314W		w303_scaffold_17	CM007977.1	44879	45646	+	hypothetical protein
W3030Q00330	W303_0Q00330		YNL313C		w303_scaffold_17	CM007977.1	45740	48454	-	hypothetical protein
W3030Q00340	W303_0Q00340		YNL312W		w303_scaffold_17	CM007977.1	48719	49648	+	hypothetical protein
W3030Q00350	W303_0Q00350		YNL311C		w303_scaffold_17	CM007977.1	49829	52120	-	hypothetical protein
W3030Q00360	W303_0Q00360		YNL310C		w303_scaffold_17	CM007977.1	52339	52956	-	hypothetical protein
W3030Q00370	W303_0Q00370		YNL309W		w303_scaffold_17	CM007977.1	52977	54356	+	hypothetical protein
W3030Q00380	W303_0Q00380		YNL308C		w303_scaffold_17	CM007977.1	54554	56329	-	hypothetical protein
W3030Q00390	W303_0Q00390		YNL307C		w303_scaffold_17	CM007977.1	56878	58005	-	hypothetical protein
W3030Q00400	W303_0Q00400		YNL306W		w303_scaffold_17	CM007977.1	58587	59240	+	hypothetical protein
W3030Q00410	W303_0Q00410		YNL305C		w303_scaffold_17	CM007977.1	59329	60225	-	hypothetical protein
W3030Q00420	W303_0Q00420		YNL304W		w303_scaffold_17	CM007977.1	60731	61984	+	hypothetical protein
W3030Q00430	W303_0Q00430		YNL302C		w303_scaffold_17	CM007977.1	62392	62694	-	hypothetical protein
W3030Q00440	W303_0Q00440		YNL301C		w303_scaffold_17	CM007977.1	64005	64103	-	hypothetical protein
W3030Q00450	W303_0Q00450		YNL300W		w303_scaffold_17	CM007977.1	66191	66499	+	hypothetical protein
W3030Q00460	W303_0Q00460		YNL299W		w303_scaffold_17	CM007977.1	66964	68892	+	hypothetical protein
W3030Q00470	W303_0Q00470		YNL298W		w303_scaffold_17	CM007977.1	69362	71890	+	hypothetical protein
W3030Q00480	W303_0Q00480		YNL297C		w303_scaffold_17	CM007977.1	72120	77030	-	hypothetical protein
W3030Q00490	W303_0Q00490		YNL295W		w303_scaffold_17	CM007977.1	77393	78967	+	hypothetical protein
W3030Q00500	W303_0Q00500		YNL294C		w303_scaffold_17	CM007977.1	79106	80707	-	hypothetical protein
W3030Q00510	W303_0Q00510		YNL293W		w303_scaffold_17	CM007977.1	81087	82988	+	hypothetical protein
W3030Q00520	W303_0Q00520		YNL292W		w303_scaffold_17	CM007977.1	83253	84464	+	hypothetical protein
W3030Q00530	W303_0Q00530		YNL291C		w303_scaffold_17	CM007977.1	84616	86262	-	hypothetical protein
W3030Q00540	W303_0Q00540		YNL290W		w303_scaffold_17	CM007977.1	86665	87687	+	hypothetical protein
W3030Q00550	W303_0Q00550		YNL289W		w303_scaffold_17	CM007977.1	88343	89182	+	hypothetical protein
W3030Q00560	W303_0Q00560		YNL288W		w303_scaffold_17	CM007977.1	90747	91868	+	hypothetical protein
W3030Q00570	W303_0Q00570		YNL287W		w303_scaffold_17	CM007977.1	92438	95245	+	hypothetical protein
W3030Q00580	W303_0Q00580		YNL286W		w303_scaffold_17	CM007977.1	95673	96530	+	hypothetical protein
W3030Qtrna4G					w303_scaffold_17	CM007977.1	96692	96763	-	
W3030Q00590	W303_0Q00590				w303_scaffold_17	CM007977.1	97454	98770	+	hypothetical protein
W3030Q00600	W303_0Q00600				w303_scaffold_17	CM007977.1	98727	102767	+	hypothetical protein
W3030Qtrna3N					w303_scaffold_17	CM007977.1	103278	103351	+	
W3030Q00610	W303_0Q00610		YNL284C		w303_scaffold_17	CM007977.1	103693	104661	-	hypothetical protein
W3030Qtrna3T					w303_scaffold_17	CM007977.1	105364	105436	+	
W3030Q00620	W303_0Q00620		YNL283C		w303_scaffold_17	CM007977.1	105742	107250	-	hypothetical protein
W3030Q00630	W303_0Q00630		YNL282W		w303_scaffold_17	CM007977.1	108241	108828	+	hypothetical protein
W3030Q00640	W303_0Q00640		YNL281W		w303_scaffold_17	CM007977.1	109021	109482	+	hypothetical protein
W3030Q00650	W303_0Q00650		YNL280C		w303_scaffold_17	CM007977.1	109649	110965	-	hypothetical protein
W3030Q00660	W303_0Q00660		YNL279W		w303_scaffold_17	CM007977.1	111471	113456	+	hypothetical protein
W3030Q00670	W303_0Q00670		YLR187W		w303_scaffold_17	CM007977.1	113825	117007	+	hypothetical protein
W3030Q00680	W303_0Q00680		YNL277W		w303_scaffold_17	CM007977.1	117903	119363	+	hypothetical protein
W3030Q00690	W303_0Q00690		YNL275W		w303_scaffold_17	CM007977.1	119822	121552	+	hypothetical protein
W3030Q00700	W303_0Q00700		YNL274C		w303_scaffold_17	CM007977.1	121672	122724	-	hypothetical protein
W3030Q00710	W303_0Q00710		YNL273W		w303_scaffold_17	CM007977.1	123437	127153	+	hypothetical protein
W3030Q00720	W303_0Q00720		YNL272C		w303_scaffold_17	CM007977.1	127359	129638	-	hypothetical protein
W3030Q00730	W303_0Q00730		YNL271C		w303_scaffold_17	CM007977.1	130076	135937	-	hypothetical protein
W3030Q00740	W303_0Q00740		YNL270C		w303_scaffold_17	CM007977.1	136494	138215	-	hypothetical protein
W3030Q00750	W303_0Q00750		YNL268W		w303_scaffold_17	CM007977.1	139104	140939	+	hypothetical protein
W3030Q00760	W303_0Q00760		YNL267W		w303_scaffold_17	CM007977.1	141432	144632	+	hypothetical protein
W3030Q00770	W303_0Q00770		YNL265C		w303_scaffold_17	CM007977.1	144834	145835	-	hypothetical protein
W3030Q00780	W303_0Q00780		YNL264C		w303_scaffold_17	CM007977.1	146117	147169	-	hypothetical protein
W3030Q00790	W303_0Q00790		YNL263C		w303_scaffold_17	CM007977.1	147450	148394	-	hypothetical protein
W3030Q00800	W303_0Q00800		YNL262W		w303_scaffold_17	CM007977.1	148766	155434	+	hypothetical protein
W3030Q00810	W303_0Q00810		YNL261W		w303_scaffold_17	CM007977.1	155655	157094	+	hypothetical protein
W3030Q00820	W303_0Q00820		YNL260C		w303_scaffold_17	CM007977.1	157414	158010	-	hypothetical protein
W3030Q00830	W303_0Q00830		YNL259C		w303_scaffold_17	CM007977.1	158199	158420	-	hypothetical protein
W3030Q00840	W303_0Q00840		YNL258C		w303_scaffold_17	CM007977.1	158664	160928	-	hypothetical protein
W3030Q00850	W303_0Q00850		YHR155W		w303_scaffold_17	CM007977.1	161186	164875	-	hypothetical protein
W3030Q00860	W303_0Q00860		YNL256W		w303_scaffold_17	CM007977.1	165058	167652	+	hypothetical protein
W3030Q00870	W303_0Q00870		YNL255C		w303_scaffold_17	CM007977.1	167884	168345	-	hypothetical protein
W3030Q00880	W303_0Q00880		YNL254C		w303_scaffold_17	CM007977.1	168598	169803	-	hypothetical protein
W3030Q00890	W303_0Q00890		YNL253W		w303_scaffold_17	CM007977.1	170573	171841	+	hypothetical protein
W3030Q00900	W303_0Q00900		YNL252C		w303_scaffold_17	CM007977.1	171996	172841	-	hypothetical protein
W3030Q00910	W303_0Q00910		YNL251C		w303_scaffold_17	CM007977.1	173143	174870	-	hypothetical protein
W3030Q00920	W303_0Q00920		YNL250W		w303_scaffold_17	CM007977.1	175965	179903	+	hypothetical protein
W3030Q00930	W303_0Q00930		YNL249C		w303_scaffold_17	CM007977.1	179949	181577	-	hypothetical protein
W3030Q00940	W303_0Q00940		YNL248C		w303_scaffold_17	CM007977.1	181916	183163	-	hypothetical protein
W3030Q00950	W303_0Q00950		YNL247W		w303_scaffold_17	CM007977.1	183430	185733	+	hypothetical protein
W3030Q00960	W303_0Q00960		YNL246W		w303_scaffold_17	CM007977.1	186018	186904	+	hypothetical protein
W3030Q00970	W303_0Q00970		YNL245C		w303_scaffold_17	CM007977.1	186901	187440	-	hypothetical protein
W3030Q00980	W303_0Q00980		YNL244C		w303_scaffold_17	CM007977.1	187725	188051	-	hypothetical protein
W3030Q00990	W303_0Q00990		YNL243W		w303_scaffold_17	CM007977.1	188606	191512	+	hypothetical protein
W3030Q01000	W303_0Q01000		YNL242W		w303_scaffold_17	CM007977.1	191879	196657	+	hypothetical protein
W3030Q01010	W303_0Q01010		YNL241C		w303_scaffold_17	CM007977.1	196980	198497	-	hypothetical protein
W3030Q01020	W303_0Q01020		YNL240C		w303_scaffold_17	CM007977.1	199303	200583	-	hypothetical protein
W3030Q01030	W303_0Q01030		YNL239W		w303_scaffold_17	CM007977.1	201088	202539	+	hypothetical protein
W3030Q01040	W303_0Q01040		YNL238W		w303_scaffold_17	CM007977.1	203034	205478	+	hypothetical protein
W3030Q01050	W303_0Q01050		YNL237W		w303_scaffold_17	CM007977.1	205794	207173	+	hypothetical protein
W3030Q01060	W303_0Q01060		YNL236W		w303_scaffold_17	CM007977.1	207536	210460	+	hypothetical protein
W3030Q01070	W303_0Q01070		YNL234W		w303_scaffold_17	CM007977.1	210839	212119	+	hypothetical protein
W3030Q01080	W303_0Q01080		YNL233W		w303_scaffold_17	CM007977.1	212528	215206	+	hypothetical protein
W3030Q01090	W303_0Q01090		YNL232W		w303_scaffold_17	CM007977.1	215529	216407	+	hypothetical protein
W3030Q01100	W303_0Q01100		YNL231C		w303_scaffold_17	CM007977.1	216593	217648	-	hypothetical protein
W3030Q01110	W303_0Q01110		YNL230C		w303_scaffold_17	CM007977.1	218129	219268	-	hypothetical protein
W3030Q01120	W303_0Q01120		YNL229C		w303_scaffold_17	CM007977.1	219743	220807	-	hypothetical protein
W3030Q01130	W303_0Q01130		YNL227C		w303_scaffold_17	CM007977.1	221265	223037	-	hypothetical protein
W3030Q01140	W303_0Q01140		YDL239C		w303_scaffold_17	CM007977.1	223330	225075	-	hypothetical protein
W3030Q01150	W303_0Q01150		YNL224C		w303_scaffold_17	CM007977.1	225402	227705	-	hypothetical protein
W3030Q01160	W303_0Q01160		YNL223W		w303_scaffold_17	CM007977.1	227940	229460	+	hypothetical protein
W3030Q01170	W303_0Q01170		YNL222W		w303_scaffold_17	CM007977.1	229700	230320	+	hypothetical protein
W3030Q01180	W303_0Q01180		YNL221C		w303_scaffold_17	CM007977.1	231674	234301	-	hypothetical protein
W3030Q01190	W303_0Q01190		YNL220W		w303_scaffold_17	CM007977.1	235019	236320	+	hypothetical protein
W3030Q01200	W303_0Q01200		YNL219C		w303_scaffold_17	CM007977.1	236605	238272	-	hypothetical protein
W3030Q01210	W303_0Q01210		YNL218W		w303_scaffold_17	CM007977.1	238847	240610	+	hypothetical protein
W3030Q01220	W303_0Q01220		YNL217W		w303_scaffold_17	CM007977.1	240940	241920	+	hypothetical protein
W3030Q01230	W303_0Q01230		YNL216W		w303_scaffold_17	CM007977.1	242298	244781	+	hypothetical protein
W3030Q01240	W303_0Q01240		YNL215W		w303_scaffold_17	CM007977.1	245077	246039	+	hypothetical protein
W3030Q01250	W303_0Q01250		YNL214W		w303_scaffold_17	CM007977.1	246226	246825	+	hypothetical protein
W3030Q01260	W303_0Q01260		YNL213C		w303_scaffold_17	CM007977.1	247069	247713	-	hypothetical protein
W3030Q01270	W303_0Q01270		YNL212W		w303_scaffold_17	CM007977.1	248070	250418	+	hypothetical protein
W3030Q01280	W303_0Q01280		YNL211C		w303_scaffold_17	CM007977.1	250664	250924	-	hypothetical protein
W3030Q01290	W303_0Q01290		YNL210W		w303_scaffold_17	CM007977.1	251541	252353	+	hypothetical protein
W3030Q01300	W303_0Q01300		YDL229W		w303_scaffold_17	CM007977.1	252668	254509	+	hypothetical protein
W3030Q01310	W303_0Q01310		YNL208W		w303_scaffold_17	CM007977.1	255027	255626	+	hypothetical protein
W3030Q01320	W303_0Q01320		YNL207W		w303_scaffold_17	CM007977.1	255962	257239	+	hypothetical protein
W3030Q01330	W303_0Q01330		YNL206C		w303_scaffold_17	CM007977.1	257397	258764	-	hypothetical protein
W3030Q01340	W303_0Q01340		YDL226C		w303_scaffold_17	CM007977.1	258987	259889	-	hypothetical protein
W3030Q01350	W303_0Q01350		YNL202W		w303_scaffold_17	CM007977.1	260181	261068	+	hypothetical protein
W3030Q01360	W303_0Q01360		YNL201C		w303_scaffold_17	CM007977.1	261239	263815	-	hypothetical protein
W3030Q01370	W303_0Q01370		YNL200C		w303_scaffold_17	CM007977.1	264323	265063	-	hypothetical protein
W3030Q01380	W303_0Q01380		YNL199C		w303_scaffold_17	CM007977.1	265536	267140	-	hypothetical protein
W3030Q01390	W303_0Q01390		YDL224C		w303_scaffold_17	CM007977.1	268218	270203	-	hypothetical protein
W3030Q01400	W303_0Q01400		YNL196C		w303_scaffold_17	CM007977.1	270885	271781	-	hypothetical protein
W3030Q01410	W303_0Q01410		YNL195C		w303_scaffold_17	CM007977.1	272133	272918	-	hypothetical protein
W3030Q01420	W303_0Q01420		YDL222C		w303_scaffold_17	CM007977.1	273320	274225	-	hypothetical protein
W3030Q01430	W303_0Q01430		YNL193W		w303_scaffold_17	CM007977.1	274978	276654	+	hypothetical protein
W3030Q01440	W303_0Q01440		YNL192W		w303_scaffold_17	CM007977.1	277112	280507	+	hypothetical protein
W3030Q01450	W303_0Q01450		YNL191W		w303_scaffold_17	CM007977.1	281042	282115	+	hypothetical protein
W3030Q01460	W303_0Q01460		YNL190W		w303_scaffold_17	CM007977.1	283002	283616	+	hypothetical protein
W3030Q01470	W303_0Q01470		YNL189W		w303_scaffold_17	CM007977.1	284866	286494	+	hypothetical protein
W3030Q01480	W303_0Q01480		YNL188W		w303_scaffold_17	CM007977.1	286914	288215	+	hypothetical protein
W3030Q01490	W303_0Q01490		YNL187W		w303_scaffold_17	CM007977.1	288378	289673	+	hypothetical protein
W3030Q01500	W303_0Q01500		YNL186W		w303_scaffold_17	CM007977.1	290104	292482	+	hypothetical protein
W3030Q01510	W303_0Q01510		YNL185C		w303_scaffold_17	CM007977.1	292799	293275	-	hypothetical protein
